#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
117,Lithuania,1869,N/A,79,N/A,1571,N/A,219,15,687,29,461110,169482
118,Guinea-Bissau,1842,N/A,26,N/A,773,N/A,1043,5,935,13,1500,762
119,Slovenia,1841,N/A,111,N/A,1469,N/A,261,N/A,886,53,115583,55597
120,Sierra Leone,1635,N/A,63,N/A,1154,N/A,418,N/A,205,8,N/A,N/A
121,Cabo Verde,1623,N/A,19,N/A,748,N/A,856,N/A,2918,34,39485,70995
122,New Zealand,1544,N/A,22,N/A,1497,N/A,25,N/A,309,4,429643,85893
123,Hong Kong,1470,N/A,7,N/A,1214,N/A,249,4,196,0.9,376645,50227
124,Yemen,1465,N/A,417,N/A,659,N/A,389,N/A,49,14,120,4
125,Libya,1433,N/A,39,N/A,341,N/A,1053,N/A,208,6,34423,5008
126,Benin,1378,N/A,26,N/A,557,N/A,795,1,114,2,67622,5575
127,Eswatini,1351,N/A,20,N/A,668,N/A,663,5,1164,17,14247,12276
128,Rwanda,1337,N/A,4,N/A,684,N/A,649,N/A,103,0.3,183341,14147
129,Tunisia,1263,N/A,50,N/A,1076,N/A,137,N/A,107,4,78567,6646
130,Montenegro,1221,N/A,23,N/A,325,N/A,873,N/A,1944,37,16183,25766
131,Jordan,1179,N/A,10,N/A,997,N/A,172,3,116,1.0,466055,45664
132,Latvia,1173,N/A,30,N/A,1019,N/A,124,1,622,16,168947,89610
133,Mozambique,1157,N/A,9,N/A,364,N/A,784,N/A,37,0.3,39948,1277
134,Niger,1099,N/A,68,,992,N/A,39,N/A,45,3,6636,274
135,Burkina Faso,1036,N/A,53,N/A,869,N/A,114,N/A,50,3,N/A,N/A
136,Uganda,1025,N/A,,N/A,972,N/A,53,N/A,22,N/A,226403,226403
137,Cyprus,1021,N/A,19,N/A,839,N/A,163,N/A,845,16,167394,138613
138,Liberia,1010,N/A,51,N/A,423,N/A,536,N/A,200,10,N/A,N/A
139,Uruguay,987,N/A,31,N/A,896,N/A,60,N/A,284,9,78586,22620
140,Georgia,986,N/A,15,N/A,857,N/A,114,5,247,4,142577,35744
141,Zimbabwe,985,N/A,18,N/A,328,N/A,639,N/A,66,1,88984,5985
142,Chad,880,N/A,75,N/A,790,N/A,15,N/A,54,5,N/A,N/A
143,Andorra,855,N/A,52,N/A,803,N/A,0,N/A,11065,673,3750,48532
144,Namibia,785,N/A,1,N/A,26,N/A,758,1,309,0.4,13999,5507
145,Jamaica,758,N/A,10,N/A,620,N/A,128,N/A,256,3,28219,9528
146,Suriname,741,N/A,18,N/A,495,N/A,228,5,1263,31,1244,2120
147,Sao Tome and Principe,729,N/A,14,N/A,286,N/A,429,N/A,3325,64,1955,8916
148,Togo,720,N/A,15,N/A,513,N/A,192,2,87,2,35457,4281
150,San Marino,699,N/A,42,N/A,656,N/A,1,N/A,20599,1238,5729,168833
151,Malta,674,N/A,9,N/A,660,N/A,5,N/A,1526,20,107166,242686
152,Réunion,593,N/A,3,N/A,472,N/A,118,3,662,3,35419,39551
153,Channel Islands,577,N/A,47,N/A,512,N/A,18,N/A,3318,270,21388,122982
154,Tanzania,509,N/A,21,,183,N/A,305,7,9,0.4,N/A,N/A
155,Angola,506,+23,26,+1,118,N/A,362,6,15,0.8,10000,304
156,Taiwan,451,N/A,7,N/A,438,N/A,6,N/A,19,0.3,78622,3301
157,Botswana,399,N/A,1,N/A,38,N/A,360,1,170,0.4,51379,21837
158,Syria,394,N/A,16,N/A,126,N/A,252,N/A,23,0.9,N/A,N/A
159,Vietnam,372,N/A,N/A,N/A,350,N/A,22,1,4,N/A,275000,2824
160,Mauritius,342,N/A,10,N/A,330,N/A,2,N/A,269,8,193561,152190
161,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3951,282,7031,82671
162,Myanmar,331,N/A,6,N/A,261,N/A,64,N/A,6,0.1,93176,1712
163,Comoros,317,N/A,7,N/A,296,N/A,14,N/A,364,8,N/A,N/A
164,Guyana,297,N/A,17,N/A,154,N/A,126,5,378,22,3252,4134
165,Martinique,255,N/A,15,N/A,98,N/A,142,5,680,40,N/A,N/A
166,Lesotho,233,N/A,2,N/A,32,N/A,199,N/A,109,0.9,5659,2641
167,Eritrea,232,N/A,N/A,N/A,107,N/A,125,N/A,65,N/A,N/A,N/A
168,Mongolia,230,N/A,N/A,N/A,203,+1,27,3,70,N/A,27737,8457
169,Cayman Islands,201,N/A,1,N/A,197,N/A,3,N/A,3057,15,26177,398160
170,Burundi,191,N/A,1,N/A,118,N/A,72,N/A,16,0.08,749,63
171,Guadeloupe,190,N/A,14,N/A,157,N/A,19,4,475,35,11538,28836
172,Faeroe Islands,188,N/A,N/A,N/A,188,N/A,0,N/A,3847,N/A,23142,473552
173,Gibraltar,180,N/A,N/A,N/A,176,N/A,4,N/A,5343,N/A,16193,480633
174,Cambodia,156,N/A,N/A,N/A,133,N/A,23,1,9,N/A,46168,2760
175,Bermuda,150,N/A,9,N/A,137,N/A,4,1,2409,145,13710,220174
176,Brunei,141,,3,N/A,138,N/A,0,N/A,322,7,29841,68191
177,Trinidad and Tobago,133,N/A,8,N/A,120,N/A,5,N/A,95,6,5804,4147
178,Bahamas,111,N/A,11,N/A,89,N/A,11,1,282,28,2526,6422
179,Monaco,109,N/A,4,N/A,97,N/A,8,N/A,2777,102,16200,412728
180,Aruba,105,N/A,3,N/A,99,N/A,3,N/A,983,28,3095,28985
181,Barbados,103,N/A,7,N/A,90,N/A,6,N/A,358,24,8834,30739
182,Seychelles,100,N/A,N/A,N/A,11,N/A,89,N/A,1017,N/A,N/A,N/A
183,Liechtenstein,84,N/A,1,N/A,81,N/A,2,N/A,2203,26,900,23602
184,Bhutan,84,+2,N/A,N/A,76,N/A,8,N/A,109,N/A,36717,47569
185,Sint Maarten,78,N/A,15,N/A,63,N/A,0,N/A,1819,350,523,12194
186,Antigua and Barbuda,74,N/A,3,N/A,57,N/A,14,1,755,31,860,8780
187,Turks and Caicos,71,N/A,2,N/A,11,N/A,58,N/A,1833,52,943,24347
188,Gambia,64,N/A,3,N/A,34,N/A,27,N/A,26,1,3573,1478
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16547
190,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,4071,6267
191,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1112,78,851,21999
192,Belize,37,N/A,2,N/A,20,N/A,15,N/A,93,5,2577,6478
193,St. Vincent Grenadines,35,N/A,N/A,N/A,29,N/A,6,N/A,315,N/A,1199,10806
194,Fiji,26,N/A,N/A,N/A,18,N/A,8,N/A,29,N/A,4000,4461
195,Curaçao,25,N/A,1,N/A,24,N/A,0,N/A,152,6,1080,6581
196,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1189
197,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48561
198,Saint Lucia,22,N/A,N/A,N/A,19,N/A,3,N/A,120,N/A,2002,10901
199,New Caledonia,21,N/A,N/A,N/A,21,N/A,0,N/A,74,N/A,9124,31949
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,20226,2779
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,623,8654
202,Saint Kitts and Nevis,17,N/A,N/A,N/A,15,N/A,2,N/A,319,N/A,651,12234
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3733,N/A,1393,400057
204,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,4577,80619
205,Montserrat,12,N/A,1,N/A,10,N/A,1,N/A,2404,200,61,12220
206,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,798
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14519
211,Caribbean Netherlands,7,N/A,N/A,N/A,7,N/A,0,N/A,267,N/A,424,16164
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,507,51326
213,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,380,25322
214,Saint Pierre Miquelon,2,N/A,N/A,N/A,1,N/A,1,N/A,345,N/A,N/A,N/A
